Purchase_ID,Customer_ID,Amount
478,152,1657.4
479,190,857.78
480,18,4578.31
481,24,9283.55
482,13,6456.72
483,144,6295.77
484,61,9837.76
485,94,761.95
486,155,416.02
487,184,8550.02
488,135,9619.36
489,153,7825.05
490,92,6501.56
491,44,5963.02
492,181,7880.7
493,82,7227.49
494,150,8732.03
495,56,2891.24
496,65,796.4
497,94,852.91
498,2,3209.62
499,132,7355.17
500,57,6686.37
501,162,5599.26
502,86,9988.33
503,140,204.83
504,1,735.56
505,30,2393.19
506,122,1542.03
507,42,873.98
508,72,9059.89
509,66,984.64
510,125,7375.05
511,173,4987.49
512,109,6921.65
513,96,3380.26
514,128,8795.51
515,9,2811.57
516,149,5591.91
517,169,3912.6
518,133,5967.48
519,74,5055.74
520,125,3249.26
521,71,6486.59
522,19,8162.49
523,48,8052.86
524,19,1989.21
525,41,6248.04
526,46,373.57
527,189,1461.53
528,83,7516.58
529,2,5199.32
530,53,9592.53
531,151,6604
532,21,5551.68
533,115,3656.1
534,128,4997.59
535,102,6190.83
536,58,9782.73
537,178,1866.78
538,180,1704.18
539,64,8864.43
540,85,4355.75
541,61,7400.93
542,62,3483.68
543,191,1324.28
544,38,6859.73
545,30,1352.11
546,16,2319.16
547,49,9703.54
548,60,1671.81
549,177,9872.48
550,81,8996.18
551,9,9712.41
552,114,8317.15
553,75,7643.45
554,6,7898.13
555,196,4488.17
556,44,393.35
557,172,7790.09
558,172,2925.22
559,3,9641.91
560,32,3594.96
561,185,9941.13
562,37,9231.47
563,17,8367.31
564,165,1146.73
565,94,2670.84
566,65,8044.96
567,22,4253.91
568,152,6484.9
569,200,9525.11
570,69,9399.35
571,116,8686.51
572,140,4857.42
573,65,4154.86
574,97,6784.41
575,135,5609.97
576,163,5805.46
577,173,4593.98
578,184,9602.72
579,168,8751.97
580,81,7294.49
581,72,2500.39
582,19,2147.34
583,4,2405.18
584,199,4384.7
585,129,3684.32
586,5,8636.9
587,174,5486.48
588,13,5817.35
589,158,5049.62
590,162,223.16
591,111,4207.78
592,68,2093.86
593,52,2594.71
594,51,735.69
595,108,7271.15
596,133,1335.64
597,132,7837.3
598,131,5820.59
599,92,5644.57
600,65,3449.46
601,159,8503.37
602,104,4228.42
603,194,5572.75
604,66,3952.11
605,30,7927.56
606,38,3978.39
607,89,1388.43
608,86,2401.18
609,120,3109.66
610,121,4486.63
611,35,5159.96
612,17,6878.59
613,79,8207.17
614,21,7178.13
615,82,5209.21
616,40,8077.12
617,26,9472.26
618,106,1501.09
619,138,9967.71
620,70,323.69
621,71,6203.89
622,30,4066.02
623,25,2045.54
624,135,5655.4
625,150,3723.75
626,167,947.7
627,62,6603.51
628,20,1410.66
629,58,6084.7
630,73,5380.15
631,139,1714.6
632,94,1760.69
633,151,5708.88
634,183,6413.68
635,106,9022.92
636,92,2802.21
637,34,4782.54
638,52,6243.58
639,195,2669.8
640,15,5882.76
641,61,3185.44
642,197,3779.78
643,132,1451.71
644,94,1624.87
645,121,4654.69
646,96,8874.2
647,183,2874.14
648,15,2223.3
649,100,2339.32
650,136,9640.99
651,85,706.64
652,121,8026.24
653,48,5188.23
654,166,171.22
655,157,1353.08
656,143,6787.81
657,137,2309.29
658,194,7736.34
659,104,8704.07
660,7,6955.14
661,55,5414.25
662,4,2610.82
663,141,354.8
664,105,2272.31
665,42,8679.56
666,103,7543.1
667,34,6054.88
668,70,6710.76
669,110,9481.53
670,1,1606.87
671,115,6090.38
672,29,3417.12
673,172,8400.91
674,82,521.06
675,42,1380.49
676,194,6375.46
677,158,743.39
678,182,3984.35
679,10,2515.31
680,189,4417.15
681,148,9031.94
682,24,7407.96
683,114,4712.69
684,179,7790.73
685,80,6447.35
686,159,7568.64
687,71,9762.75
688,83,1222.71
689,169,9754.04
690,49,4482.34
691,140,2346.9
692,29,2495.58
693,158,1339.71
694,151,4390.71
695,142,2961.35
696,148,8900.7
697,68,2566.28
698,198,828.69
699,29,1716.14
700,118,5981.28
701,108,1289.08
702,96,7331.05
703,170,499.19
704,79,9944.85
705,133,1514.78
706,27,2109.15
707,194,9061.99
708,28,2714.77
709,117,9635.29
710,156,3908.28
711,195,8279.81
712,141,7208.87
713,147,2159.42
714,148,1303.31
715,57,9038.47
716,23,9174.8
717,185,1778.98
718,54,7010.76
719,127,9508.74
720,35,6824.16
721,191,4187.96
722,33,5772.11
723,150,1747.75
724,4,9897.71
725,88,8464.35
726,146,1185.6
727,83,1860.26
728,6,7404.39
729,200,1091.17
730,101,6591.38
731,184,3867.3
732,27,7162.38
733,1,9941.96
734,111,1333.04
735,57,6699.84
736,56,7908.72
737,167,8278.18
738,62,8234.45
739,83,9136.85
740,116,1619.15
741,115,9076.86
742,27,1437.23
743,167,6864.38
744,147,2708.84
745,23,4964.44
746,81,6425.66
747,100,9921.3
748,9,2727.44
749,4,7721.48
750,159,5363.03
751,98,3077.22
752,93,9600.46
753,58,6241.71
754,157,6436.61
755,54,9075.95
756,135,8465.91
757,64,3826.92
758,124,8058.45
759,179,2469.95
760,133,7724.31
761,84,6308.29
762,168,9730.16
763,27,9143.17
764,83,4610.53
765,22,3241.94
766,200,8664.16
767,8,3098.75
768,169,8338.58
769,189,9198
770,103,6679.79
771,102,7782.31
772,125,9222.94
773,184,1953.83
774,136,846.17
775,114,8161.1
776,176,3134.43
777,26,732.37
778,65,5367.41
779,177,2322.54
780,69,4986.48
781,16,8844.83
782,170,3242.63
783,191,6771.33
784,48,4779.84
785,6,4895.93
786,52,6104.35
787,126,2661.82
788,63,8452.75
789,56,3657.28
790,54,2237.85
791,185,4192.28
792,99,1055.98
793,95,4525.5
794,164,826.26
795,110,2597.15
796,20,902.26
797,22,9890
798,68,9540.65
799,22,9548.2
800,162,677.92
801,173,4442.47
802,113,4094.29
803,25,9695.38
804,46,2404.57
805,63,1218.91
806,38,5008.73
807,54,1797.68
808,60,772
809,48,2190.97
810,28,1249.13
811,148,5864.17
812,1,8490.8
813,135,4818.63
814,102,5635.11
815,108,2534.01
816,184,5483.33
817,136,3684.42
818,188,7871.93
819,68,8488.64
820,79,1236.95
821,79,8998.25
822,19,9112.44
823,155,1136.35
824,51,3223.64
825,182,7492.8
826,14,9330.51
827,106,972.61
828,8,2018.33
829,101,3119.63
830,109,1020.04
831,67,9396.99
832,191,9186.5
833,22,2586.4
834,1,9065.25
835,110,876.62
836,8,574.67
837,118,9196.41
838,170,6886.66
839,87,7374.63
840,12,578.71
841,33,9789.78
842,70,4713.97
843,46,1968.22
844,3,1074.37
845,147,772.57
846,138,4181.6
847,193,256.2
848,27,1121.39
849,53,9328.65
850,44,3120.68
851,172,2011.93
852,87,1574.2
853,166,5599.46
854,45,4922.91
855,185,1683.12
856,47,6609.85
857,116,9359.05
858,93,4689.65
859,135,7310.9
860,129,4887.89
861,34,8369.6
862,86,9588.33
863,141,4220.26
864,54,6358.52
865,144,3845.5
866,39,7892.88
867,71,3506.33
868,23,8606.82
869,22,1254.05
870,25,2675.26
871,83,8220.25
872,45,1063.28
873,190,5029.85
874,51,2597.71
875,5,4161.2
876,72,1807.32
877,25,2106.66
878,36,3563.46
879,161,631.66
880,152,8144.28
881,162,5281.13
882,144,9195.66
883,101,1621.89
884,96,3282.7
885,23,4809.48
886,69,3875.4
887,95,2139.47
888,190,4476.74
889,127,8177.13
890,76,9376.16
891,143,3923.09
892,113,1854.85
893,100,2456.03
894,179,5204.21
895,158,3582.17
896,22,380.58
897,124,7692.5
898,63,8792.66
899,30,2778.85
900,149,6379.14
901,133,421.56
902,79,6861.63
903,159,9560.58
904,92,1219.72
905,102,2209.93
906,191,3773.8
907,111,1052.87
908,12,789.54
909,186,3890.83
910,138,6989.15
911,177,8908.53
912,178,2431.27
913,137,5672.71
914,176,5555.09
915,92,2235.44
916,25,3330.05
917,54,8901.15
918,40,5062.77
919,180,6406.08
920,63,6229.24
921,192,8458.01
922,141,5336.92
923,197,6527.85
924,166,2969.98
925,21,7939.16
926,87,3532.48
927,115,4001.64
928,98,8478.66
929,185,9547.66
930,47,1088.41
931,34,339.6
932,149,7609.94
933,121,2744.76
934,190,1448.92
935,7,7178.76
936,44,6191.01
937,73,1683.31
938,165,7317.22
939,4,8635.32
940,200,5262.81
941,7,2073.08
942,20,4946.13
943,143,140.67
944,191,6833.94
945,49,5349.82
946,184,6256.1
947,192,1495.33
948,100,8401.26
949,30,566.02
950,136,5285.01
951,102,4811.72
952,92,862.4
953,63,3679.07
954,156,1889.79
955,188,2606.17
956,102,8002.47
957,175,881.34
958,2,2882.69
959,70,1200.18
960,114,9723.41
961,68,4879.54
962,173,7667.24
963,86,5398.03
964,186,1307.76
965,191,1984.34
966,85,196.17
967,80,3413.73
968,135,3051.59
969,71,9299.05
970,69,5442.53
971,175,2254.17
972,38,6615.72
973,70,1116.22
974,25,1397.34
975,81,1195.51
976,72,7467.72
977,119,4758.47
978,52,9168.49
979,10,8579.97
980,150,4514.78
981,169,4873.55
982,2,7038.29
983,14,2435.74
984,185,3299.45
985,173,5106.22
986,138,5050.5
987,166,9105.37
988,89,7276.97
989,19,1167.19
990,84,7363.26
991,30,7837.36
992,155,6716.1
993,154,1810.79
994,83,2308.91
995,117,1848.37
996,70,2490.38
997,79,6110.71
998,125,9160.92
999,134,4343.79
1000,52,5475.63
1001,165,8232.23
1002,100,1991.13
1003,123,6271.26
1004,115,7902.79
1005,188,7693.71
1006,92,1889.4
1007,172,4102.28
1008,58,2066.04
1009,82,9562.42
1010,64,4449.81
1011,123,9395.25
1012,47,8526.93
1013,45,8400.98
1014,47,8186.06
1015,198,3383.2
1016,134,5435.4
1017,164,3668.2
1018,143,5477.22
1019,30,6616.95
1020,18,5043.07
1021,191,6531.79
1022,52,4822.04
1023,159,6873.53
1024,41,928.93
1025,143,7136.22
1026,75,6999.38
1027,128,788.38
1028,41,1749.97
1029,105,4493.39
1030,38,2280.66
1031,8,3189.26
1032,165,3158.36
1033,119,3450.86
1034,188,6096.77
1035,138,4110.32
1036,1,8869.46
1037,93,3788.72
1038,38,1378.58
1039,62,9124.38
1040,144,5411.12
1041,171,8609.82
1042,15,7593.23
1043,134,1322.89
1044,29,7378.04
1045,94,9636.58
1046,106,4233.8
1047,74,8018.07
1048,104,5617.74
1049,64,2661.93
1050,118,5451.66
1051,76,7723.61
1052,22,1127.55
1053,6,7590.74
1054,182,9063.61
1055,151,9296.99
1056,55,5009.32
1057,198,6298.94
1058,23,8932.89
1059,145,9925.68
1060,53,3723.6
1061,133,5428.85
1062,178,8108.37
1063,98,8300.65
1064,119,1194.25
1065,82,1043.04
1066,108,7001.2
1067,73,7201.34
1068,53,8518.44
1069,66,354.31
1070,198,3565.71
1071,170,4818.21
1072,3,4444.3
1073,182,3864.01
1074,61,7294.98
1075,113,1809.36
1076,35,8114.27
1077,56,6684.02
1078,192,3040.2
1079,144,8527.33
1080,138,3233.89
1081,120,9659.26
1082,185,4431.03
1083,51,8554.76
1084,168,1985.36
1085,73,6279.81
1086,44,5864.66
1087,58,8988.89
1088,192,4335.88
1089,181,8922.36
1090,109,9774.61
1091,97,5304.76
1092,79,8675.62
1093,163,1413.3
1094,162,1756.78
1095,58,9048.26
1096,133,1223.36
1097,9,9377.39
1098,106,1006.14
1099,74,6620.49
1100,47,7345.23
1101,30,2857.41
1102,96,6567.72
1103,40,5173.27
1104,21,1700.95
1105,163,9064.1
1106,90,9612.13
1107,105,157.81
1108,46,5582.34
1109,141,8976.3
1110,21,9333.04
1111,79,8358.4
1112,137,1266.02
1113,9,1177.29
1114,55,6418.72
1115,150,9157.48
1116,152,4246.57
1117,95,228.83
1118,79,2213.61
1119,187,5903.14
1120,14,7393.38
1121,62,8993.43
1122,29,5129.57
1123,165,2226.79
1124,117,1106.04
1125,74,2611.02
1126,44,6159.53
1127,143,7881.67
1128,97,1202.84
1129,158,3699.3
1130,108,5037.16
1131,74,9632.73
1132,136,6827.76
1133,196,8599.79
1134,10,4562.17
1135,90,9360.96
1136,181,644.61
1137,156,7871.36
1138,170,5044.63
1139,106,696.06
1140,43,191.45
1141,6,7455.22
1142,50,8629.94
1143,118,5688.59
1144,145,8865.85
1145,59,1475.11
1146,23,227.24
1147,91,8861.89
1148,32,8824.3
1149,176,6819.24
1150,151,2253.6
1151,95,5097.44
1152,8,1043.74
1153,117,3029.17
1154,64,5473.21
1155,81,1786.02
1156,158,287.73
1157,132,7646.61
1158,26,3007.77
1159,12,5735.58
1160,39,2848.21
1161,141,9729.62
1162,81,5310.68
1163,148,2315.67
1164,58,3494.08
1165,156,1613.67
1166,112,3796.91
1167,74,4581.63
1168,8,7166.55
1169,193,6583.56
1170,50,4833.82
1171,119,6544.42
1172,183,2499.84
1173,197,1855.36
1174,192,3831.33
1175,49,6792.78
1176,45,3371.43
1177,69,227.89
1178,80,6471.31
1179,108,3083.13
1180,38,8093.2
1181,95,2173.01
1182,23,3623.13
1183,4,345.32
1184,43,3884.95
1185,197,6675.98
1186,167,8861.29
1187,64,5890.61
1188,158,3249.88
1189,57,7723.12
1190,9,8073.94
1191,150,6788.53
1192,158,3810.69
1193,169,2358.4
1194,165,4865.2
1195,197,1190.35
1196,22,9276.31
1197,46,3799.48
1198,93,621.32
1199,133,4880.16
1200,42,8937.15
1201,46,4218.32
1202,141,7680.68
1203,6,1321.28
1204,175,8048.74
1205,6,6959.48
1206,194,7438.85
1207,163,268.36
1208,152,8969.12
1209,162,207.53
1210,57,5526.55
1211,37,5914.32
1212,194,5835
1213,16,1037.43
1214,26,4714.84
1215,113,1910.69
1216,72,2136.85
1217,62,6651.96
1218,146,2777.5
1219,26,1806.47
1220,49,1978.84
1221,168,4475.6
1222,52,7625.3
1223,105,468.93
1224,24,519.63
1225,78,7267.34
1226,34,2723.8
1227,102,366.34
1228,182,3858.38
1229,137,5166.01
1230,32,700.23
1231,7,1736.07
1232,110,9749.91
1233,159,1781.99
1234,176,704.97
1235,141,3415.81
1236,173,2073.55
1237,86,8212.51
1238,20,5770.69
1239,122,9456.82
1240,81,5968.06
1241,19,6893.23
1242,32,8993.53
1243,59,5454.54
1244,165,6808.25
1245,56,7646.85
1246,176,3600.01
1247,176,5665.45
1248,39,9083.72
1249,151,443.86
1250,120,5437
1251,72,5075.72
1252,152,3809.96
1253,32,9251.24
1254,96,491.26
1255,26,2450.14
1256,159,7074.75
1257,70,9201.17
1258,180,8015.15
1259,174,9346.88
1260,83,3320.95
1261,124,1602.89
1262,134,6750.33
1263,185,5883.24
1264,184,6022.88
1265,107,3865.42
1266,59,414.02
1267,45,5862.2
1268,13,8153.69
1269,19,9264.46
1270,165,1669.45
1271,24,5575.79
1272,100,4689.29
1273,172,5211.97
1274,145,5335.62
1275,65,9695.81
1276,103,1061.82
1277,30,4012.2
1278,6,5723.79
1279,63,6816.18
1280,13,7224.88
1281,142,1861.49
1282,47,3601.27
1283,51,8755.75
1284,115,6556.81
1285,94,4118.38
1286,157,3206.45
1287,134,8078.96
1288,53,9757.56
1289,63,3658.32
1290,61,3984.53
1291,168,4126.88
1292,129,8582.27
1293,170,794.1
1294,78,580.23
1295,137,4841.92
1296,69,9526.89
1297,60,9725.15
1298,159,389.43
1299,118,6940.5
1300,130,6957.56
1301,21,5300.33
1302,125,1255.05
1303,103,6759.37
1304,10,2077.3
1305,126,8891.13
1306,88,7259.48
1307,193,2717.71
1308,97,647.44
1309,174,8286.59
1310,64,2885.46
1311,167,9044.69
1312,128,9473.01
1313,74,6603.96
1314,38,6406.59
1315,114,8740.62
1316,82,2148.6
1317,176,6033.1
1318,191,8214.84
1319,169,4139.25
1320,53,927.96
1321,91,1689.66
1322,197,4402.83
1323,44,2862.84
1324,68,9094.27
1325,182,8022.24
1326,127,8599.54
1327,47,787.73
1328,144,7744.57
1329,181,5775.93
1330,168,4531.18
1331,113,4229.67
1332,180,5031.79
1333,19,1492.16
1334,51,1932.62
1335,32,5441.46
1336,41,9970.71
1337,127,874.54
1338,6,618.7
1339,53,3047.81
1340,140,381.89
1341,111,9075.05
1342,8,471.48
1343,44,898.09
1344,74,2368.44
1345,40,3044.07
1346,58,5313.16
1347,108,8893.64
1348,161,7966.08
1349,54,1389.25
1350,192,1156.08
1351,140,6151.22
1352,73,3902.21
1353,11,4960.74
1354,81,6813.74
1355,34,7320.18
1356,13,3284.35
1357,102,962.14
1358,126,5137.15
1359,177,8401.83
1360,170,5986.78
1361,127,2641.17
1362,163,6113.5
1363,31,3257.86
1364,142,3206.6
1365,5,534.15
1366,146,455.48
1367,107,4236.8
1368,82,4412.42
1369,24,5681.18
1370,168,3669.62
1371,70,3549.88
1372,126,9939.8
1373,108,9916.57
1374,188,2286.34
1375,36,5857.75
1376,200,3064.1
1377,67,1796.53
1378,109,9101.24
1379,143,956.75
1380,165,7088.5
1381,61,7886.34
1382,181,5761.11
1383,138,579.65
1384,85,5434.8
1385,166,5872.84
1386,79,7615.95
1387,191,3801.82
1388,87,2584.37
1389,46,9221.58
1390,161,6327.89
1391,178,5261.79
1392,188,1539
1393,189,1049.41
1394,78,9753.57
1395,98,9123.63
1396,47,292.37
1397,104,6170.26
1398,74,4808.85
1399,51,1287.04
1400,64,5686.11
1401,144,3801.39
1402,47,348.26
1403,166,2474.64
1404,109,5626.42
1405,93,8447.94
1406,35,2148.34
1407,145,5342.25
1408,55,9627.69
1409,186,8642.85
1410,159,1146.35
1411,13,9297.2
1412,91,9128.33
1413,126,6314.42
1414,43,8108.6
1415,174,8750.3
1416,197,8842.22
1417,182,3737.14
1418,200,1052.2
1419,178,2926.17
1420,176,3469.49
1421,120,6817.24
1422,17,1757.07
1423,104,4406.83
1424,177,872.49
1425,143,4025.13
1426,86,2294.34
1427,184,782.56
1428,145,6324.27
1429,166,7723.64
1430,20,8406.18
1431,60,5973.52
1432,193,3955.39
1433,98,3496.84
1434,95,6093.68
1435,78,6688.16
1436,104,5272.31
1437,149,2187.8
1438,188,7494.31
1439,52,2199.02
1440,50,2694.67
1441,126,348.13
1442,46,3147.22
1443,122,1639.27
1444,166,4593.35
1445,32,8306.08
1446,48,4915.2
1447,17,2266.94
1448,79,5969.89
1449,79,4218.63
1450,135,4167.35
1451,29,6605.56
1452,133,2360.87
1453,97,5412.25
1454,103,558.22
1455,66,9391.71
1456,163,9492.86
1457,157,8284.88
1458,192,9053.67
1459,84,8575.63
1460,13,5914.91
1461,2,6295.47
1462,77,7434.82
1463,16,2255.03
1464,24,7096.2
1465,42,5025.95
1466,18,3619.33
1467,85,946.06
1468,130,8510.57
1469,76,598.3
1470,62,8385.39
1471,125,6712.48
1472,94,6707.17
1473,162,8479.71
1474,155,2715.52
1475,188,5578.57
1476,103,2059.87
1477,54,4174.53
1478,159,7849.67
1479,43,8111.24
1480,113,7132.29
1481,156,810.34
1482,199,5990.08
1483,109,3391.5
1484,164,7308.01
1485,101,190.88
1486,137,2571.42
1487,22,6591.3
1488,24,2915.59
1489,146,5831.4
1490,161,1149.01
1491,167,6441.71
1492,146,9891.65
1493,129,5851.99
1494,105,9267.53
1495,87,8181.8
1496,39,7795.88
1497,46,8982.28
1498,77,2869.17
1499,197,7514.22
1500,131,1042.66
1501,85,1720.64
1502,32,6663.05
1503,86,1129.9
1504,140,2607.86
1505,83,594.91
1506,100,576.9
1507,185,829.97
1508,64,9144.78
1509,122,4308.77
1510,174,4492.26
1511,167,7320.81
1512,46,8261.5
1513,58,5261.23
